,id,name,category,source,qasm_path,num_qubits,initial_depth,initial_two_qubit_gates,initial_two_qubit_depth,initial_total_gates,gate_density,two_qubit_ratio,created_at,optimizer_chain,original_circuit
1689,1690,artifact_artifact_barenco_tof_5__tket__wisq_bqskit,feynman,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_barenco_tof_5__tket/wisq_bqskit.qasm,9,202,58,56,321,35.666666666666664,0.1806853582554517,2026-03-05 20:40:11,tket,barenco_tof_5
1690,1691,artifact_artifact_barenco_tof_5__tket__wisq_rules,feynman,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_barenco_tof_5__tket/wisq_rules.qasm,9,129,64,63,179,19.88888888888889,0.3575418994413408,2026-03-05 20:40:11,tket,barenco_tof_5
1691,1692,artifact_artifact_mod_red_21__qiskit_ai__tket,feynman,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_mod_red_21__qiskit_ai/tket.qasm,11,3,3,3,3,0.2727272727272727,1.0,2026-03-05 20:40:11,qiskit_ai,mod_red_21
1692,1693,artifact_artifact_mod_red_21__qiskit_ai__qiskit_standard,feynman,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_mod_red_21__qiskit_ai/qiskit_standard.qasm,11,6,6,6,6,0.5454545454545454,1.0,2026-03-05 20:40:12,qiskit_ai,mod_red_21
1693,1694,artifact_artifact_mod_red_21__qiskit_ai__qiskit_ai,feynman,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_mod_red_21__qiskit_ai/qiskit_ai.qasm,11,22,6,6,94,8.545454545454545,0.06382978723404255,2026-03-05 20:40:12,qiskit_ai,mod_red_21
1694,1695,artifact_artifact_mod_red_21__qiskit_ai__wisq_bqskit,feynman,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_mod_red_21__qiskit_ai/wisq_bqskit.qasm,11,13,5,4,24,2.1818181818181817,0.20833333333333334,2026-03-05 20:40:12,qiskit_ai,mod_red_21
1695,1696,artifact_artifact_mod_red_21__qiskit_ai__wisq_rules,feynman,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_mod_red_21__qiskit_ai/wisq_rules.qasm,11,20,5,4,71,6.454545454545454,0.07042253521126761,2026-03-05 20:40:12,qiskit_ai,mod_red_21
1696,1697,artifact_artifact_real_amplitudes_8__wisq_bqskit__tket,real_amplitudes,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_real_amplitudes_8__wisq_bqskit/tket.qasm,8,33,21,11,140,17.5,0.15,2026-03-05 20:40:12,wisq_bqskit,real_amplitudes_8
1697,1698,artifact_artifact_real_amplitudes_8__wisq_bqskit__qiskit_standard,real_amplitudes,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_real_amplitudes_8__wisq_bqskit/qiskit_standard.qasm,8,27,21,11,149,18.625,0.14093959731543623,2026-03-05 20:40:12,wisq_bqskit,real_amplitudes_8
1698,1699,artifact_artifact_real_amplitudes_8__wisq_bqskit__qiskit_ai,real_amplitudes,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_real_amplitudes_8__wisq_bqskit/qiskit_ai.qasm,8,27,21,11,149,18.625,0.14093959731543623,2026-03-05 20:40:12,wisq_bqskit,real_amplitudes_8
1699,1700,artifact_artifact_real_amplitudes_8__wisq_bqskit__wisq_bqskit,real_amplitudes,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_real_amplitudes_8__wisq_bqskit/wisq_bqskit.qasm,8,27,21,11,149,18.625,0.14093959731543623,2026-03-05 20:40:12,wisq_bqskit,real_amplitudes_8
1700,1701,artifact_artifact_real_amplitudes_8__wisq_bqskit__wisq_rules,real_amplitudes,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_real_amplitudes_8__wisq_bqskit/wisq_rules.qasm,8,27,21,11,149,18.625,0.14093959731543623,2026-03-05 20:40:12,wisq_bqskit,real_amplitudes_8
1701,1702,artifact_artifact_qv_N013_12345__qiskit_standard__tket,qv,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qv_N013_12345__qiskit_standard/tket.qasm,13,161,218,39,1416,108.92307692307692,0.153954802259887,2026-03-05 20:40:12,qiskit_standard,qv_N013_12345
1702,1703,artifact_artifact_qv_N013_12345__qiskit_standard__qiskit_standard,qv,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qv_N013_12345__qiskit_standard/qiskit_standard.qasm,13,285,435,117,1798,138.30769230769232,0.24193548387096775,2026-03-05 20:40:12,qiskit_standard,qv_N013_12345
1703,1704,artifact_artifact_qv_N013_12345__qiskit_standard__wisq_bqskit,qv,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qv_N013_12345__qiskit_standard/wisq_bqskit.qasm,13,411,416,158,1916,147.3846153846154,0.21711899791231734,2026-03-05 20:40:12,qiskit_standard,qv_N013_12345
1704,1705,artifact_artifact_qv_N013_12345__qiskit_standard__wisq_rules,qv,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qv_N013_12345__qiskit_standard/wisq_rules.qasm,13,437,408,174,1727,132.84615384615384,0.2362478286045165,2026-03-05 20:40:12,qiskit_standard,qv_N013_12345
1705,1706,artifact_artifact_qv_N017_12345__tket__tket,qv,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qv_N017_12345__tket/tket.qasm,17,271,384,51,3227,189.8235294117647,0.1189959714905485,2026-03-05 20:40:12,tket,qv_N017_12345
1706,1707,artifact_artifact_qv_N017_12345__tket__qiskit_standard,qv,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qv_N017_12345__tket/qiskit_standard.qasm,17,533,926,234,3373,198.41176470588235,0.27453305662614885,2026-03-05 20:40:12,tket,qv_N017_12345
1707,1708,artifact_artifact_qv_N017_12345__tket__qiskit_ai,qv,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qv_N017_12345__tket/qiskit_ai.qasm,17,592,984,213,4016,236.23529411764707,0.2450199203187251,2026-03-05 20:40:12,tket,qv_N017_12345
1708,1709,artifact_artifact_qv_N017_12345__tket__wisq_bqskit,qv,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qv_N017_12345__tket/wisq_bqskit.qasm,17,281,384,53,3282,193.05882352941177,0.1170018281535649,2026-03-05 20:40:12,tket,qv_N017_12345
1709,1710,artifact_artifact_qv_N017_12345__tket__wisq_rules,qv,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qv_N017_12345__tket/wisq_rules.qasm,17,292,384,51,3288,193.41176470588235,0.11678832116788321,2026-03-05 20:40:12,tket,qv_N017_12345
1710,1711,artifact_artifact_qv_N018_12345__wisq_rules__tket,qv,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qv_N018_12345__wisq_rules/tket.qasm,18,329,456,54,4498,249.88888888888889,0.10137839039573143,2026-03-05 20:40:12,wisq_rules,qv_N018_12345
1711,1712,artifact_artifact_qv_N018_12345__wisq_rules__qiskit_standard,qv,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qv_N018_12345__wisq_rules/qiskit_standard.qasm,18,574,1142,240,4072,226.22222222222223,0.28045186640471514,2026-03-05 20:40:12,wisq_rules,qv_N018_12345
1712,1713,artifact_artifact_qv_N018_12345__wisq_rules__wisq_bqskit,qv,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qv_N018_12345__wisq_rules/wisq_bqskit.qasm,18,691,486,64,9931,551.7222222222222,0.04893766992246501,2026-03-05 20:40:12,wisq_rules,qv_N018_12345
1713,1714,artifact_artifact_qv_N018_12345__wisq_rules__wisq_rules,qv,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qv_N018_12345__wisq_rules/wisq_rules.qasm,18,679,486,54,11071,615.0555555555555,0.04389847348929636,2026-03-05 20:40:12,wisq_rules,qv_N018_12345
1714,1715,artifact_artifact_W-state__qiskit_ai__tket,feynman,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_W-state__qiskit_ai/tket.qasm,3,22,6,6,30,10.0,0.2,2026-03-05 20:40:12,qiskit_ai,W-state
1715,1716,artifact_artifact_W-state__qiskit_ai__qiskit_standard,feynman,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_W-state__qiskit_ai/qiskit_standard.qasm,3,27,6,6,42,14.0,0.14285714285714285,2026-03-05 20:40:12,qiskit_ai,W-state
1716,1717,artifact_artifact_W-state__qiskit_ai__qiskit_ai,feynman,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_W-state__qiskit_ai/qiskit_ai.qasm,3,6,3,3,9,3.0,0.3333333333333333,2026-03-05 20:40:12,qiskit_ai,W-state
1717,1718,artifact_artifact_qaoa_barabasi_albert_N13_3reps__wisq_bqskit__tket,qaoa,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qaoa_barabasi_albert_N13_3reps__wisq_bqskit/tket.qasm,13,173,114,89,440,33.84615384615385,0.2590909090909091,2026-03-05 20:40:12,wisq_bqskit,qaoa_barabasi_albert_N13_3reps
1718,1719,artifact_artifact_qaoa_barabasi_albert_N13_3reps__wisq_bqskit__qiskit_standard,qaoa,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qaoa_barabasi_albert_N13_3reps__wisq_bqskit/qiskit_standard.qasm,13,550,461,328,1012,77.84615384615384,0.45553359683794464,2026-03-05 20:40:12,wisq_bqskit,qaoa_barabasi_albert_N13_3reps
1719,1720,artifact_artifact_qaoa_barabasi_albert_N13_3reps__wisq_bqskit__qiskit_ai,qaoa,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qaoa_barabasi_albert_N13_3reps__wisq_bqskit/qiskit_ai.qasm,13,445,501,297,943,72.53846153846153,0.5312831389183457,2026-03-05 20:40:12,wisq_bqskit,qaoa_barabasi_albert_N13_3reps
1720,1721,artifact_artifact_qaoa_barabasi_albert_N13_3reps__wisq_bqskit__wisq_bqskit,qaoa,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qaoa_barabasi_albert_N13_3reps__wisq_bqskit/wisq_bqskit.qasm,13,206,114,89,556,42.76923076923077,0.20503597122302158,2026-03-05 20:40:12,wisq_bqskit,qaoa_barabasi_albert_N13_3reps
1721,1722,artifact_artifact_qaoa_barabasi_albert_N13_3reps__wisq_bqskit__wisq_rules,qaoa,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qaoa_barabasi_albert_N13_3reps__wisq_bqskit/wisq_rules.qasm,13,206,114,89,556,42.76923076923077,0.20503597122302158,2026-03-05 20:40:12,wisq_bqskit,qaoa_barabasi_albert_N13_3reps
1722,1723,artifact_artifact_qv_N008_12345__qiskit_ai__tket,qv,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qv_N008_12345__qiskit_ai/tket.qasm,8,133,90,24,813,101.625,0.11070110701107011,2026-03-05 20:40:12,qiskit_ai,qv_N008_12345
1723,1724,artifact_artifact_qv_N008_12345__qiskit_ai__qiskit_standard,qv,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qv_N008_12345__qiskit_ai/qiskit_standard.qasm,8,171,138,54,708,88.5,0.19491525423728814,2026-03-05 20:40:12,qiskit_ai,qv_N008_12345
1724,1725,artifact_artifact_qv_N008_12345__qiskit_ai__qiskit_ai,qv,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qv_N008_12345__qiskit_ai/qiskit_ai.qasm,8,323,181,79,1461,182.625,0.12388774811772758,2026-03-05 20:40:13,qiskit_ai,qv_N008_12345
1725,1726,artifact_artifact_qv_N008_12345__qiskit_ai__wisq_bqskit,qv,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qv_N008_12345__qiskit_ai/wisq_bqskit.qasm,8,391,124,58,1808,226.0,0.06858407079646017,2026-03-05 20:40:13,qiskit_ai,qv_N008_12345
1726,1727,artifact_artifact_qv_N008_12345__qiskit_ai__wisq_rules,qv,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qv_N008_12345__qiskit_ai/wisq_rules.qasm,8,420,131,55,2219,277.375,0.05903560162235241,2026-03-05 20:40:13,qiskit_ai,qv_N008_12345
1727,1728,artifact_artifact_vbe_adder_3__wisq_bqskit__tket,feynman,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_vbe_adder_3__wisq_bqskit/tket.qasm,10,134,45,36,233,23.3,0.19313304721030042,2026-03-05 20:40:13,wisq_bqskit,vbe_adder_3
1728,1729,artifact_artifact_vbe_adder_3__wisq_bqskit__qiskit_standard,feynman,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_vbe_adder_3__wisq_bqskit/qiskit_standard.qasm,10,206,93,75,330,33.0,0.2818181818181818,2026-03-05 20:40:13,wisq_bqskit,vbe_adder_3
1729,1730,artifact_artifact_vbe_adder_3__wisq_bqskit__qiskit_ai,feynman,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_vbe_adder_3__wisq_bqskit/qiskit_ai.qasm,10,211,111,92,338,33.8,0.32840236686390534,2026-03-05 20:40:13,wisq_bqskit,vbe_adder_3
1730,1731,artifact_artifact_vbe_adder_3__wisq_bqskit__wisq_bqskit,feynman,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_vbe_adder_3__wisq_bqskit/wisq_bqskit.qasm,10,154,44,36,321,32.1,0.13707165109034267,2026-03-05 20:40:13,wisq_bqskit,vbe_adder_3
1731,1732,artifact_artifact_vbe_adder_3__wisq_bqskit__wisq_rules,feynman,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_vbe_adder_3__wisq_bqskit/wisq_rules.qasm,10,143,45,36,272,27.2,0.16544117647058823,2026-03-05 20:40:13,wisq_bqskit,vbe_adder_3
1732,1733,artifact_artifact_gf2^4_mult__wisq_bqskit__tket,feynman,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_gf2^4_mult__wisq_bqskit/tket.qasm,12,151,97,70,284,23.666666666666668,0.3415492957746479,2026-03-05 20:40:13,wisq_bqskit,gf2^4_mult
1733,1734,artifact_artifact_gf2^4_mult__wisq_bqskit__qiskit_standard,feynman,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_gf2^4_mult__wisq_bqskit/qiskit_standard.qasm,12,378,377,232,695,57.916666666666664,0.5424460431654676,2026-03-05 20:40:13,wisq_bqskit,gf2^4_mult
1734,1735,artifact_artifact_gf2^4_mult__wisq_bqskit__qiskit_ai,feynman,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_gf2^4_mult__wisq_bqskit/qiskit_ai.qasm,12,362,415,260,636,53.0,0.6525157232704403,2026-03-05 20:40:13,wisq_bqskit,gf2^4_mult
1735,1736,artifact_artifact_gf2^4_mult__wisq_bqskit__wisq_bqskit,feynman,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_gf2^4_mult__wisq_bqskit/wisq_bqskit.qasm,12,173,97,69,317,26.416666666666668,0.305993690851735,2026-03-05 20:40:13,wisq_bqskit,gf2^4_mult
1736,1737,artifact_artifact_gf2^4_mult__wisq_bqskit__wisq_rules,feynman,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_gf2^4_mult__wisq_bqskit/wisq_rules.qasm,12,174,97,66,315,26.25,0.30793650793650795,2026-03-05 20:40:13,wisq_bqskit,gf2^4_mult
1737,1738,artifact_artifact_barenco_tof_3__qiskit_standard__tket,feynman,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_barenco_tof_3__qiskit_standard/tket.qasm,5,57,24,22,76,15.2,0.3157894736842105,2026-03-05 20:40:13,qiskit_standard,barenco_tof_3
1738,1739,artifact_artifact_barenco_tof_3__qiskit_standard__qiskit_standard,feynman,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_barenco_tof_3__qiskit_standard/qiskit_standard.qasm,5,78,36,34,102,20.4,0.35294117647058826,2026-03-05 20:40:13,qiskit_standard,barenco_tof_3
1739,1740,artifact_artifact_barenco_tof_3__qiskit_standard__qiskit_ai,feynman,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_barenco_tof_3__qiskit_standard/qiskit_ai.qasm,5,78,36,34,102,20.4,0.35294117647058826,2026-03-05 20:40:13,qiskit_standard,barenco_tof_3
1740,1741,artifact_artifact_barenco_tof_3__qiskit_standard__wisq_bqskit,feynman,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_barenco_tof_3__qiskit_standard/wisq_bqskit.qasm,5,85,22,22,138,27.6,0.15942028985507245,2026-03-05 20:40:13,qiskit_standard,barenco_tof_3
1741,1742,artifact_artifact_barenco_tof_3__qiskit_standard__wisq_rules,feynman,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_barenco_tof_3__qiskit_standard/wisq_rules.qasm,5,66,30,28,93,18.6,0.3225806451612903,2026-03-05 20:40:13,qiskit_standard,barenco_tof_3
1742,1743,artifact_artifact_qft_N008__qiskit_ai__tket,qft,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qft_N008__qiskit_ai/tket.qasm,8,81,56,26,267,33.375,0.20973782771535582,2026-03-05 20:40:13,qiskit_ai,qft_N008
1743,1744,artifact_artifact_qft_N008__qiskit_ai__qiskit_standard,qft,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qft_N008__qiskit_ai/qiskit_standard.qasm,8,123,119,68,326,40.75,0.36503067484662577,2026-03-05 20:40:13,qiskit_ai,qft_N008
1744,1745,artifact_artifact_qft_N008__qiskit_ai__qiskit_ai,qft,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qft_N008__qiskit_ai/qiskit_ai.qasm,8,112,156,81,256,32.0,0.609375,2026-03-05 20:40:13,qiskit_ai,qft_N008
1745,1746,artifact_artifact_qft_N008__qiskit_ai__wisq_bqskit,qft,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qft_N008__qiskit_ai/wisq_bqskit.qasm,8,205,99,77,368,46.0,0.26902173913043476,2026-03-05 20:40:13,qiskit_ai,qft_N008
1746,1747,artifact_artifact_qft_N008__qiskit_ai__wisq_rules,qft,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qft_N008__qiskit_ai/wisq_rules.qasm,8,135,93,76,190,23.75,0.48947368421052634,2026-03-05 20:40:13,qiskit_ai,qft_N008
1747,1748,artifact_artifact_qft_N015__qiskit_ai__tket,qft,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qft_N015__qiskit_ai/tket.qasm,15,118,111,37,471,31.4,0.2356687898089172,2026-03-05 20:40:13,qiskit_ai,qft_N015
1748,1749,artifact_artifact_qft_N015__qiskit_ai__qiskit_standard,qft,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qft_N015__qiskit_ai/qiskit_standard.qasm,15,210,225,75,823,54.86666666666667,0.2733900364520049,2026-03-05 20:40:14,qiskit_ai,qft_N015
1749,1750,artifact_artifact_qft_N015__qiskit_ai__qiskit_ai,qft,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qft_N015__qiskit_ai/qiskit_ai.qasm,15,186,327,106,672,44.8,0.48660714285714285,2026-03-05 20:40:14,qiskit_ai,qft_N015
1750,1751,artifact_artifact_qft_N015__qiskit_ai__wisq_bqskit,qft,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qft_N015__qiskit_ai/wisq_bqskit.qasm,15,274,179,97,666,44.4,0.26876876876876876,2026-03-05 20:40:14,qiskit_ai,qft_N015
1751,1752,artifact_artifact_qft_N015__qiskit_ai__wisq_rules,qft,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qft_N015__qiskit_ai/wisq_rules.qasm,15,212,200,117,404,26.933333333333334,0.49504950495049505,2026-03-05 20:40:14,qiskit_ai,qft_N015
1752,1753,artifact_artifact_mod5_4__tket__tket,feynman,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_mod5_4__tket/tket.qasm,5,54,28,28,68,13.6,0.4117647058823529,2026-03-05 20:40:14,tket,mod5_4
1753,1754,artifact_artifact_mod5_4__tket__qiskit_standard,feynman,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_mod5_4__tket/qiskit_standard.qasm,5,91,47,47,123,24.6,0.3821138211382114,2026-03-05 20:40:14,tket,mod5_4
1754,1755,artifact_artifact_mod5_4__tket__qiskit_ai,feynman,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_mod5_4__tket/qiskit_ai.qasm,5,88,55,55,95,19.0,0.5789473684210527,2026-03-05 20:40:14,tket,mod5_4
1755,1756,artifact_artifact_mod5_4__tket__wisq_bqskit,feynman,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_mod5_4__tket/wisq_bqskit.qasm,5,68,19,18,100,20.0,0.19,2026-03-05 20:40:14,tket,mod5_4
1756,1757,artifact_artifact_mod5_4__tket__wisq_rules,feynman,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_mod5_4__tket/wisq_rules.qasm,5,51,26,25,61,12.2,0.4262295081967213,2026-03-05 20:40:14,tket,mod5_4
1757,1758,artifact_artifact_W-state__tket__tket,feynman,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_W-state__tket/tket.qasm,3,21,6,6,29,9.666666666666666,0.20689655172413793,2026-03-05 20:40:14,tket,W-state
1758,1759,artifact_artifact_W-state__tket__qiskit_standard,feynman,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_W-state__tket/qiskit_standard.qasm,3,21,6,6,29,9.666666666666666,0.20689655172413793,2026-03-05 20:40:14,tket,W-state
1759,1760,artifact_artifact_W-state__tket__qiskit_ai,feynman,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_W-state__tket/qiskit_ai.qasm,3,22,6,6,30,10.0,0.2,2026-03-05 20:40:14,tket,W-state
1760,1761,artifact_artifact_W-state__tket__wisq_bqskit,feynman,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_W-state__tket/wisq_bqskit.qasm,3,21,6,6,27,9.0,0.2222222222222222,2026-03-05 20:40:14,tket,W-state
1761,1762,artifact_artifact_W-state__tket__wisq_rules,feynman,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_W-state__tket/wisq_rules.qasm,3,21,6,6,27,9.0,0.2222222222222222,2026-03-05 20:40:14,tket,W-state
1762,1763,artifact_artifact_qft_4__qiskit_ai__tket,feynman,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qft_4__qiskit_ai/tket.qasm,5,63,30,30,95,19.0,0.3157894736842105,2026-03-05 20:40:14,qiskit_ai,qft_4
1763,1764,artifact_artifact_qft_4__qiskit_ai__qiskit_standard,feynman,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qft_4__qiskit_ai/qiskit_standard.qasm,5,93,50,50,120,24.0,0.4166666666666667,2026-03-05 20:40:14,qiskit_ai,qft_4
1764,1765,artifact_artifact_qft_4__qiskit_ai__qiskit_ai,feynman,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qft_4__qiskit_ai/qiskit_ai.qasm,5,176,73,70,196,39.2,0.37244897959183676,2026-03-05 20:40:14,qiskit_ai,qft_4
1765,1766,artifact_artifact_qft_4__qiskit_ai__wisq_bqskit,feynman,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qft_4__qiskit_ai/wisq_bqskit.qasm,5,77,20,19,137,27.4,0.145985401459854,2026-03-05 20:40:14,qiskit_ai,qft_4
1766,1767,artifact_artifact_qft_4__qiskit_ai__wisq_rules,feynman,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qft_4__qiskit_ai/wisq_rules.qasm,5,123,37,34,146,29.2,0.2534246575342466,2026-03-05 20:40:14,qiskit_ai,qft_4
1767,1768,artifact_artifact_qv_N006_12345__tket__tket,qv,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qv_N006_12345__tket/tket.qasm,6,80,36,15,298,49.666666666666664,0.12080536912751678,2026-03-05 20:40:14,tket,qv_N006_12345
1768,1769,artifact_artifact_qv_N006_12345__tket__qiskit_standard,qv,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qv_N006_12345__tket/qiskit_standard.qasm,6,76,45,24,266,44.333333333333336,0.16917293233082706,2026-03-05 20:40:14,tket,qv_N006_12345
1769,1770,artifact_artifact_qv_N006_12345__tket__qiskit_ai,qv,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qv_N006_12345__tket/qiskit_ai.qasm,6,91,45,24,327,54.5,0.13761467889908258,2026-03-05 20:40:14,tket,qv_N006_12345
1770,1771,artifact_artifact_qv_N006_12345__tket__wisq_bqskit,qv,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qv_N006_12345__tket/wisq_bqskit.qasm,6,79,36,15,303,50.5,0.1188118811881188,2026-03-05 20:40:14,tket,qv_N006_12345
1771,1772,artifact_artifact_qv_N006_12345__tket__wisq_rules,qv,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qv_N006_12345__tket/wisq_rules.qasm,6,83,36,15,303,50.5,0.1188118811881188,2026-03-05 20:40:14,tket,qv_N006_12345
1772,1773,artifact_artifact_qft_8__tket__tket,qft,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qft_8__tket/tket.qasm,8,51,56,26,129,16.125,0.43410852713178294,2026-03-05 20:40:14,tket,qft_8
1773,1774,artifact_artifact_qft_8__tket__qiskit_standard,qft,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qft_8__tket/qiskit_standard.qasm,8,111,107,58,260,32.5,0.4115384615384615,2026-03-05 20:40:14,tket,qft_8
1774,1775,artifact_artifact_qft_8__tket__qiskit_ai,qft,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qft_8__tket/qiskit_ai.qasm,8,103,125,66,198,24.75,0.6313131313131313,2026-03-05 20:40:14,tket,qft_8
1775,1776,artifact_artifact_qft_8__tket__wisq_bqskit,qft,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qft_8__tket/wisq_bqskit.qasm,8,39,35,25,87,10.875,0.40229885057471265,2026-03-05 20:40:14,tket,qft_8
1776,1777,artifact_artifact_qft_8__tket__wisq_rules,qft,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qft_8__tket/wisq_rules.qasm,8,41,35,27,87,10.875,0.40229885057471265,2026-03-05 20:40:14,tket,qft_8
1777,1778,artifact_artifact_square_heisenberg_N9__tket__tket,square-heisenberg,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_square_heisenberg_N9__tket/tket.qasm,9,73,36,24,177,19.666666666666668,0.2033898305084746,2026-03-05 20:40:14,tket,square_heisenberg_N9
1778,1779,artifact_artifact_square_heisenberg_N9__tket__qiskit_standard,square-heisenberg,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_square_heisenberg_N9__tket/qiskit_standard.qasm,9,85,51,33,190,21.11111111111111,0.26842105263157895,2026-03-05 20:40:14,tket,square_heisenberg_N9
